fold,prompt_id,method,label,score_field,score,threshold_at_1pct,predicted_at_1pct,threshold_at_5pct,predicted_at_5pct
2,1,No Watermark,0,z_score,-0.06757373783994859,2.379061298061204,False,1.4506471329641486,False
3,2,No Watermark,0,z_score,-0.17407765595569785,2.6111648393354674,False,1.4506471329641486,False
5,3,No Watermark,0,z_score,-0.6382847385042254,2.6111648393354674,False,1.4506471329641486,False
1,4,No Watermark,0,z_score,0.29012942659282975,2.379061298061204,False,1.4506471329641486,False
3,5,No Watermark,0,z_score,-0.17407765595569785,2.6111648393354674,False,1.4506471329641486,False
4,6,No Watermark,0,z_score,-0.6382847385042254,2.379061298061204,False,1.4506471329641486,False
1,7,No Watermark,0,z_score,-0.4061811972299616,2.379061298061204,False,1.4506471329641486,False
5,8,No Watermark,0,z_score,-0.4061811972299616,2.6111648393354674,False,1.4506471329641486,False
2,9,No Watermark,0,z_score,0.058025885318565944,2.379061298061204,False,1.4506471329641486,False
3,10,No Watermark,0,z_score,-1.3345953623270168,2.6111648393354674,False,1.4506471329641486,False
2,11,No Watermark,0,z_score,-0.8703882797784892,2.379061298061204,False,1.4506471329641486,False
5,12,No Watermark,0,z_score,0.29012942659282975,2.6111648393354674,False,1.4506471329641486,False
4,13,No Watermark,0,z_score,1.4506471329641486,2.379061298061204,False,1.4506471329641486,True
3,14,No Watermark,0,z_score,0.7543365091413573,2.6111648393354674,False,1.4506471329641486,False
5,15,No Watermark,0,z_score,-0.6382847385042254,2.6111648393354674,False,1.4506471329641486,False
5,16,No Watermark,0,z_score,-0.6382847385042254,2.6111648393354674,False,1.4506471329641486,False
1,17,No Watermark,0,z_score,-0.8703882797784892,2.379061298061204,False,1.4506471329641486,False
3,18,No Watermark,0,z_score,-1.102491821052753,2.6111648393354674,False,1.4506471329641486,False
3,19,No Watermark,0,z_score,-0.8703882797784892,2.6111648393354674,False,1.4506471329641486,False
5,20,No Watermark,0,z_score,-0.8703882797784892,2.6111648393354674,False,1.4506471329641486,False
4,21,No Watermark,0,z_score,-1.102491821052753,2.379061298061204,False,1.4506471329641486,False
1,22,No Watermark,0,z_score,1.4506471329641486,2.379061298061204,False,1.4506471329641486,True
1,23,No Watermark,0,z_score,-1.5666989036012806,2.379061298061204,False,1.4506471329641486,False
1,24,No Watermark,0,z_score,-0.4061811972299616,2.379061298061204,False,1.4506471329641486,False
3,25,No Watermark,0,z_score,1.4506471329641486,2.6111648393354674,False,1.4506471329641486,True
5,26,No Watermark,0,z_score,-0.8703882797784892,2.6111648393354674,False,1.4506471329641486,False
3,27,No Watermark,0,z_score,0.7543365091413573,2.6111648393354674,False,1.4506471329641486,False
5,28,No Watermark,0,z_score,0.7543365091413573,2.6111648393354674,False,1.4506471329641486,False
4,29,No Watermark,0,z_score,-0.8703882797784892,2.379061298061204,False,1.4506471329641486,False
1,30,No Watermark,0,z_score,-0.6382847385042254,2.379061298061204,False,1.4506471329641486,False
2,31,No Watermark,0,z_score,-2.030905986149808,2.379061298061204,False,1.4506471329641486,False
1,32,No Watermark,0,z_score,0.7543365091413573,2.379061298061204,False,1.4506471329641486,False
4,33,No Watermark,0,z_score,-0.17407765595569785,2.379061298061204,False,1.4506471329641486,False
1,34,No Watermark,0,z_score,0.9864400504156211,2.379061298061204,False,1.4506471329641486,False
1,35,No Watermark,0,z_score,-0.4061811972299616,2.379061298061204,False,1.4506471329641486,False
3,36,No Watermark,0,z_score,-1.102491821052753,2.6111648393354674,False,1.4506471329641486,False
5,37,No Watermark,0,z_score,-0.4061811972299616,2.6111648393354674,False,1.4506471329641486,False
4,38,No Watermark,0,z_score,-1.7988024448755444,2.379061298061204,False,1.4506471329641486,False
4,39,No Watermark,0,z_score,0.058025885318565944,2.379061298061204,False,1.4506471329641486,False
3,40,No Watermark,0,z_score,-2.030905986149808,2.6111648393354674,False,1.4506471329641486,False
4,41,No Watermark,0,z_score,0.7543365091413573,2.379061298061204,False,1.4506471329641486,False
1,42,No Watermark,0,z_score,-0.4061811972299616,2.379061298061204,False,1.4506471329641486,False
5,43,No Watermark,0,z_score,0.7543365091413573,2.6111648393354674,False,1.4506471329641486,False
5,44,No Watermark,0,z_score,0.5222329678670935,2.6111648393354674,False,1.4506471329641486,False
5,45,No Watermark,0,z_score,-2.9593201512468634,2.6111648393354674,False,1.4506471329641486,False
5,46,No Watermark,0,z_score,0.9864400504156211,2.6111648393354674,False,1.4506471329641486,False
1,47,No Watermark,0,z_score,-1.3345953623270168,2.379061298061204,False,1.4506471329641486,False
3,48,No Watermark,0,z_score,-1.5666989036012806,2.6111648393354674,False,1.4506471329641486,False
4,49,No Watermark,0,z_score,-1.5666989036012806,2.379061298061204,False,1.4506471329641486,False
4,50,No Watermark,0,z_score,-1.3345953623270168,2.379061298061204,False,1.4506471329641486,False
1,51,No Watermark,0,z_score,-0.6382847385042254,2.379061298061204,False,1.4506471329641486,False
3,52,No Watermark,0,z_score,-1.102491821052753,2.6111648393354674,False,1.4506471329641486,False
4,53,No Watermark,0,z_score,0.7543365091413573,2.379061298061204,False,1.4506471329641486,False
2,54,No Watermark,0,z_score,0.7543365091413573,2.379061298061204,False,1.4506471329641486,False
5,55,No Watermark,0,z_score,-0.6382847385042254,2.6111648393354674,False,1.4506471329641486,False
5,56,No Watermark,0,z_score,-0.629940788348712,2.6111648393354674,False,1.4506471329641486,False
4,57,No Watermark,0,z_score,-2.030905986149808,2.379061298061204,False,1.4506471329641486,False
1,58,No Watermark,0,z_score,0.058025885318565944,2.379061298061204,False,1.4506471329641486,False
5,59,No Watermark,0,z_score,-1.3345953623270168,2.6111648393354674,False,1.4506471329641486,False
1,60,No Watermark,0,z_score,0.058025885318565944,2.379061298061204,False,1.4506471329641486,False
4,61,No Watermark,0,z_score,-1.7988024448755444,2.379061298061204,False,1.4506471329641486,False
4,62,No Watermark,0,z_score,3.307475463158259,2.379061298061204,True,1.4506471329641486,True
4,63,No Watermark,0,z_score,-0.17407765595569785,2.379061298061204,False,1.4506471329641486,False
3,64,No Watermark,0,z_score,0.058025885318565944,2.6111648393354674,False,1.4506471329641486,False
2,65,No Watermark,0,z_score,-0.17407765595569785,2.379061298061204,False,1.4506471329641486,False
1,66,No Watermark,0,z_score,-2.030905986149808,2.379061298061204,False,1.4506471329641486,False
5,67,No Watermark,0,z_score,0.058025885318565944,2.6111648393354674,False,1.4506471329641486,False
5,68,No Watermark,0,z_score,-1.102491821052753,2.6111648393354674,False,1.4506471329641486,False
4,69,No Watermark,0,z_score,-0.6382847385042254,2.379061298061204,False,1.4506471329641486,False
1,70,No Watermark,0,z_score,-1.7988024448755444,2.379061298061204,False,1.4506471329641486,False
5,71,No Watermark,0,z_score,0.058025885318565944,2.6111648393354674,False,1.4506471329641486,False
5,72,No Watermark,0,z_score,-0.4061811972299616,2.6111648393354674,False,1.4506471329641486,False
4,73,No Watermark,0,z_score,-0.6382847385042254,2.379061298061204,False,1.4506471329641486,False
3,74,No Watermark,0,z_score,-0.8926073982886735,2.6111648393354674,False,1.4506471329641486,False
2,75,No Watermark,0,z_score,-0.4061811972299616,2.379061298061204,False,1.4506471329641486,False
5,76,No Watermark,0,z_score,-1.5666989036012806,2.6111648393354674,False,1.4506471329641486,False
2,77,No Watermark,0,z_score,-0.17407765595569785,2.379061298061204,False,1.4506471329641486,False
2,78,No Watermark,0,z_score,-1.5666989036012806,2.379061298061204,False,1.4506471329641486,False
2,79,No Watermark,0,z_score,1.2185435916898848,2.379061298061204,False,1.4506471329641486,False
3,80,No Watermark,0,z_score,-1.102491821052753,2.6111648393354674,False,1.4506471329641486,False
2,81,No Watermark,0,z_score,0.9864400504156211,2.379061298061204,False,1.4506471329641486,False
2,82,No Watermark,0,z_score,2.6111648393354674,2.379061298061204,True,1.4506471329641486,True
3,83,No Watermark,0,z_score,-1.102491821052753,2.6111648393354674,False,1.4506471329641486,False
2,84,No Watermark,0,z_score,0.5222329678670935,2.379061298061204,False,1.4506471329641486,False
4,85,No Watermark,0,z_score,0.29012942659282975,2.379061298061204,False,1.4506471329641486,False
1,86,No Watermark,0,z_score,-0.17407765595569785,2.379061298061204,False,1.4506471329641486,False
4,87,No Watermark,0,z_score,-0.17407765595569785,2.379061298061204,False,1.4506471329641486,False
