prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max,weighted_z_score,winmax_weighted_z_score,weighted_p_value,weighted_prediction,weighted_confidence,avg_kl,avg_delta,avg_entropy,avg_p_green_mass,gate_pass_rate,avg_candidate_size,candidate_top_p,kl_epsilon,ppl_num_scored_tokens,ppl_nll_sum,ppl_avg_nll,ppl
1,No Watermark,,,,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in the adjacent kingdoms. He was elected Bishop of Eichstaedt (768) and became (769) Bishop of Freising, the first of the German dioceses established by Pope Boniface.

Vergilius died at Freising on 21 April 772.

References

External links
Vergilius",73,18,0.2465753424657534,-0.06757373783994859,0.5269375191157661,Human/Unwatermarked,0.0,39,0.8205128205128205,0.9736842105263158,0.17948717948717952,,,,0.6950344221754798,1.739214353319201,0.2435168648984784,False,0.0,,,0.22280066009730445,0.4075360684781461,0.6621621621621622,309.9864864864865,,,73,111.06250000,1.52140411,4.57864961
1,CA-KL,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for centuries to come. He was instrumental, also, in establishing a Latin and a Slavic church in the Austrian Empire. He founded a great monastery in Passau. He is said to have composed the first known Bulgarian liturgical song. He founded a",99,70,0.7070707070707071,10.502685242660437,4.197862382006365e-26,Watermarked,1.0,82,0.5609756097560976,0.8518518518518519,0.4390243902439024,,,,,,,,,0.44171100687481707,2.3978398132324217,0.2750270457821042,0.27330820767208935,1.0,50265.0,,0.5,100,222.12500000,2.22125000,9.21884723
1,CA-KL + Weighted Detector,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for centuries to come. He was instrumental, also, in establishing a Latin and a Slavic church in the Austrian Empire. He founded a great monastery in Passau. He is said to have composed the first known Bulgarian liturgical song. He founded a",99,70,0.7070707070707071,10.502685242660437,4.197862382006365e-26,Watermarked,1.0,82,0.5609756097560976,0.8518518518518519,0.4390243902439024,,,,10.564141508282566,10.564141508282566,2.184741432183244e-26,True,1.0,0.44171100687481707,2.3978398132324217,0.27486129929215725,0.2732330513000488,1.0,50265.0,,0.5,100,222.12500000,2.22125000,9.21884723
1,CA-KL + Candidate Greenlist,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Germany and the Upper Rhine region. He is said to have been ""the first Vicar General of the Kingdom of the Franks,"" acting first in Paris and, later, in Ireland as a missionary and preacher. He was a most faithful supporter of the work of the Holy See and a faithful friend of the Church of Rome. He died on the 19th of October, 793 and left an important legacy of the Church of the West. The relics of Bishop Vergilius were",99,61,0.6161616161616161,8.413753371192062,1.9854759384111046e-17,Watermarked,1.0,84,0.6190476190476191,0.9036144578313253,0.38095238095238093,,,,9.881763273422175,9.881763273422175,2.4973097046688688e-23,True,1.0,0.432987784034347,2.4319866943359374,0.2579886789771865,0.30567619323730466,0.81,334.39,0.95,0.5,100,209.00000000,2.09000000,8.08491516
1,CA-KL + Candidate Greenlist + Weighted/WinMax,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe. He died in 772.

He was one of those defenders of the Holy See and the Kingdom of the Franks against the attacks of the Saracens.

As is well known, Pope St. Boniface appointed the Bishop of Verdun. He was among the first to enter into a treaty with the Franks. The bishop would not follow the Emperor in his sacking of Verdun. He refused to succumb to pressure for submission from the Franks. He refused",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,79,0.6329113924050633,0.8846153846153846,0.36708860759493667,,,,9.515757169026493,9.515757169026493,9.01971745791924e-22,True,1.0,0.36873589469910883,1.8328884887695311,0.26396081637619145,0.3141055679321289,0.77,418.45,0.95,0.5,100,206.87500000,2.06875000,7.91492328
2,No Watermark,,,,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," But he gets to be with the best of them on Sunday, when he gets to play catch with Indianapolis Colts wide receiver T.Y. Hilton. Butler, who led Utah State in receiving in each of his final two seasons, was a first-team All-Mountain West honoree in 2017 and a second-team pick...

""He's a great guy,"" Butler said. ""He's a great teammate. He's a great guy for me to be around, learning from",99,24,0.24242424242424243,-0.17407765595569785,0.5690977834754946,Human/Unwatermarked,0.0,76,0.7368421052631579,0.8933333333333333,0.26315789473684215,,,,1.4546959450103005,3.0811316374555515,0.07287672784401057,False,0.0,,,0.19556945521716934,0.3721592712402344,0.75,94.81,,,100,131.50000000,1.31500000,3.72475099
2,CA-KL,kl_adaptive,,3.0,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," The 6'2"", 215-pound Baylor product has been matched up with Amari Cooper, Michael Gallup, D.K. Metcalf, John Ross and even Mike Williams.

""They have great receivers,"" Butler said. ""It's a great opportunity for me. I'm just gonna be ready when my number is called."" A few days after being invited to Indianapolis, Butler sat in his hotel lobby on Saturday afternoon when a reporter asked for his assessment of the top receiver group this",99,58,0.5858585858585859,7.717442747369271,5.934340569241363e-15,Watermarked,0.9999999999999941,76,0.8947368421052632,1.0,0.10526315789473684,,,,,,,,,0.39880096642448354,2.5471147155761718,0.20627820904670843,0.24864948763861322,1.0,50265.0,,0.5,100,170.75000000,1.70750000,5.51515634
2,CA-KL + Weighted Detector,kl_adaptive,,3.0,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," The 6'2"", 215-pound Baylor product has been matched up with Amari Cooper, Michael Gallup, D.K. Metcalf, John Ross and even Mike Williams.

""They have great receivers,"" Butler said. ""It's a great opportunity for me. I'm just gonna be ready when my number is called."" A few days after being invited to Indianapolis, Butler sat in his hotel lobby on Saturday afternoon when a reporter asked for his assessment of the top receiver group this",99,58,0.5858585858585859,7.717442747369271,5.934340569241363e-15,Watermarked,0.9999999999999941,76,0.8947368421052632,1.0,0.10526315789473684,,,,8.847432355557805,8.847432355557805,4.4777942528248145e-19,True,1.0,0.39880096642448354,2.5471147155761718,0.2060543112740761,0.24864285469055175,1.0,50265.0,,0.5,100,170.75000000,1.70750000,5.51515634
2,CA-KL + Candidate Greenlist,kl_adaptive,,3.0,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," But Butler has never had to line up alongside one on the collegiate stage. The Iowa State star got a taste of the NFL game and a chance to learn from the best when he spent the 2017 season with the Chicago Bears. Butler had a chance to learn the ropes with wide receiver Taylor Gabriel, who was drafted in 2015 and went to the Pro Bowl the next two seasons. He also had a chance to learn from former Iowa State wide receiver DeAndre Hopkins, who's had a great start to his",99,54,0.5454545454545454,6.789028582272215,5.6445538431059e-12,Watermarked,0.9999999999943554,93,0.6451612903225806,0.8804347826086957,0.3548387096774194,,,,9.23512692683732,9.23512692683732,1.289899840422472e-20,True,1.0,0.4360575597335769,2.428361663818359,0.2314802064536936,0.27514625549316407,0.79,152.87,0.95,0.5,100,182.12500000,1.82125000,6.17957810
2,CA-KL + Candidate Greenlist + Weighted/WinMax,kl_adaptive,,3.0,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," But Butler has never had to line up alongside one on the collegiate level. The Iowa State star got a taste of the NFL game and a chance to learn from the best when he spent the 2017 season with the Chicago Bears. Butler signed with the Colts as an undrafted free agent, but it's a chance he’s hoping to make the most of. The Colts’ top target in 2018 will look to turn the page on a disappointing rookie season. For Butler, that means looking ahead to",99,51,0.5151515151515151,6.092717958449424,5.550477317542801e-10,Watermarked,0.9999999994449522,89,0.7078651685393258,0.9545454545454546,0.2921348314606742,,,,10.275794034741168,10.275794034741168,4.529765690011868e-25,True,1.0,0.3875233507969111,1.8380126953125,0.2392978314510455,0.31365020751953127,0.8,159.04,0.95,0.5,100,187.25000000,1.87250000,6.50453743
