prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max,weighted_z_score,winmax_weighted_z_score,weighted_p_value,weighted_prediction,weighted_confidence,avg_kl,avg_delta,avg_entropy,avg_p_green_mass,gate_pass_rate,avg_candidate_size,candidate_top_p,kl_epsilon
1,No Watermark,,,,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in the adjacent countries. He was elected Bishop of Eichstaedt (768) and became (769) Bishop of Ratisbon, but he was made Bishop of Salzburg again in 784, and died in 791.",49,7,0.14285714285714285,-1.7320508075688774,0.9583677416682248,Human/Unwatermarked,0.0,31,0.7096774193548387,0.9,0.29032258064516125,,,,-0.8433195538181131,0.9309193720044558,0.8004751251296993,False,0.0,,,0.24829944334879653,0.26954505920410154,0.76,284.22,,
1,Fixed Delta 1.0,1.0,,,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe. He died in 771.

He was the first Bishop of Lucerne, but also left an important legacy to the Church of Lucerne, both within the diocese and in Switzerland. He was a friend of",49,16,0.32653061224489793,1.2371791482634837,0.10801029047772942,Human/Unwatermarked,0.0,37,0.7297297297297297,0.9444444444444444,0.2702702702702703,1.0,1.0,1.0,2.797406409146334,4.051004211424705,0.0025757344738528477,False,0.0,,,0.24607105404221827,0.2536199188232422,0.78,228.34,,
1,Fixed Delta 2.0,2.0,,,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for",49,34,0.6938775510204082,7.175639059928206,3.598510048769513e-13,Watermarked,0.9999999999996402,41,0.6341463414634146,0.85,0.36585365853658536,2.0,2.0,2.0,5.2867197536305985,5.2867197536305985,6.22645977327233e-08,True,0.9999999377354023,,,0.279095535250654,0.27978225708007814,0.86,336.06,,
1,Fixed Delta 3.0,3.0,,,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," to all regions of the continent. He is also credited with being one of the first men to preach in Friesland, where there was already a great German Church. He is said also to have begun missionary activity in Britain and Wales.

",49,35,0.7142857142857143,7.505553499465135,3.0584790993258625e-14,Watermarked,0.9999999999999695,42,0.8095238095238095,0.9512195121951219,0.19047619047619047,3.0,3.0,3.0,8.291717067473495,8.291717067473495,5.581259838599186e-17,True,0.9999999999999999,,,0.24104024266507126,0.28742874145507813,0.82,234.76,,
1,Current Adaptive Delta,adaptive,0.5,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for",49,34,0.6938775510204082,7.175639059928206,3.598510048769513e-13,Watermarked,0.9999999999996402,41,0.6341463414634146,0.85,0.36585365853658536,1.8647659254074096,1.6180340051651,2.2808191776275635,5.2867197536305985,5.2867197536305985,6.22645977327233e-08,True,0.9999999377354023,,,0.279095535250654,0.27978225708007814,0.86,336.06,,
1,CA-KL,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for",49,34,0.6938775510204082,7.175639059928206,3.598510048769513e-13,Watermarked,0.9999999999996402,41,0.6341463414634146,0.85,0.36585365853658536,,,,,,,,,0.36122189931621007,2.203854675292969,0.27940767768377756,0.29851970680523665,1.0,50265.0,,0.4
1,CA-KL + Weighted Detector,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for",49,34,0.6938775510204082,7.175639059928206,3.598510048769513e-13,Watermarked,0.9999999999996402,41,0.6341463414634146,0.85,0.36585365853658536,,,,6.547423774818737,6.547423774818737,2.9269040782244925e-11,True,0.999999999970731,0.36122189931621007,2.203854675292969,0.279095535250654,0.29854598999023435,1.0,50265.0,,0.4
1,CA-KL + Candidate Greenlist,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Germany and the Upper Rhine region. He is said to have been ""the first Vicar General of the Kingdom of the Franks,"" acting first in Paris and, later, in Ireland as a missionary and preacher. He was a most faithful",49,29,0.5918367346938775,5.526066862243561,1.637446833163578e-08,Watermarked,0.9999999836255317,42,0.7380952380952381,0.975609756097561,0.26190476190476186,,,,6.750305884916411,6.750305884916411,7.376689209467138e-12,True,0.9999999999926233,0.3555065985759104,2.1956497192382813,0.26456341867434957,0.28370697021484376,0.8,322.42,0.95,0.4
1,CA-KL + Candidate Greenlist + Weighted/WinMax,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe. He died in 772.

He was one of those defenders of the Holy See and the Kingdom of the Franks against the attacks of the Saracens. The Council of Arles, in its decree relating to the canon",49,24,0.4897959183673469,3.876494664558916,5.2986066313384245e-05,Human/Unwatermarked,0.0,40,0.675,0.9487179487179487,0.32499999999999996,,,,5.224044121320939,5.655635682921498,8.752851930694903e-08,True,0.9999999124714807,0.29126742991098287,1.5830218505859375,0.2528837554321552,0.2999201202392578,0.74,540.02,0.95,0.4
2,No Watermark,,,,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine.", But he gets to be with the best of the best on Sunday. Butler will likely be the first wide receiver drafted in 2019. So where does the first wide receiver off the board fit into the bigger picture of receiver talent? Here are a few key,49,13,0.2653061224489796,0.24743582965269675,0.40228547400871784,Human/Unwatermarked,0.0,47,0.7446808510638298,0.9130434782608695,0.25531914893617025,,,,1.2254114278348256,2.0895927850742906,0.11021012167186889,False,0.0,,,0.23745483616550989,0.31259857177734374,0.86,159.5,,
